,Date,DAY,MFI Daily Distribution,"Marketing, Bounty, Treasury",Team Token,Total Circulation
104,2021-06-16,105,3604.7136149999997,0,0,5886391.098973003
105,2021-06-17,106,3601.1089009999996,0,0,5889992.207874003
106,2021-06-18,107,3597.5077920000003,0,0,5893589.715666003
107,2021-06-19,108,3593.9102840000005,0,0,5897183.625950003
108,2021-06-20,109,3590.316374,0,0,5900773.942324003
109,2021-06-21,110,3586.7260579999997,0,0,5904360.668382003
110,2021-06-22,111,3583.139332,0,0,5907943.807714003
111,2021-06-23,112,3579.556192,0,0,5911523.363906004
112,2021-06-24,113,3575.976636,0,0,5915099.3405420035
113,2021-06-25,114,3572.4006590000004,0,0,5918671.741201003
114,2021-06-26,115,3568.8282590000003,0,0,5922240.569460003
115,2021-06-27,116,3565.2594310000004,0,0,5925805.828891003
116,2021-06-28,117,3561.694171,0,0,5929367.523062003
117,2021-06-29,118,3558.132477,0,0,5932925.655539003
118,2021-06-30,119,3554.5743439999997,0,0,5936480.229883003
119,2021-07-01,120,3551.0197700000003,0,0,5940031.249653003
120,2021-07-02,121,3547.46875,0,0,5943578.718403003
121,2021-07-03,122,3543.9212820000002,0,0,5947122.639685003
122,2021-07-04,123,3540.37736,0,0,5950663.017045003
123,2021-07-05,124,3536.8369829999997,0,0,5954199.854028003
124,2021-07-06,125,3533.300146,0,0,5957733.154174004
125,2021-07-07,126,3529.766846,0,0,5961262.921020004
126,2021-07-08,127,3526.237079,0,0,5964789.158099004
127,2021-07-09,128,3522.710842,0,0,5968311.868941004
128,2021-07-10,129,3519.1881310000003,0,0,5971831.057072004
129,2021-07-11,130,3515.668943,0,0,5975346.726015004
130,2021-07-12,131,3512.1532740000002,0,0,5978858.879289004
131,2021-07-13,132,3508.641121,0,0,5982367.520410004
132,2021-07-14,133,3505.1324799999998,0,0,5985872.652890004
133,2021-07-15,134,3501.627347,0,0,5989374.280237004
134,2021-07-16,135,3498.1257200000005,0,0,5992872.405957004
135,2021-07-17,136,3494.6275939999996,0,0,5996367.033551004
136,2021-07-18,137,3491.1329659999997,0,0,5999858.166517003
137,2021-07-19,138,3487.6418329999997,0,0,6003345.808350003
138,2021-07-20,139,3484.154192,0,0,6006829.962542003
139,2021-07-21,140,3480.670037,0,0,6010310.632579003
140,2021-07-22,141,3477.1893670000004,0,0,6013787.8219460035
141,2021-07-23,142,3473.712178,0,0,6017261.534124004
142,2021-07-24,143,3470.238466,0,0,6020731.772590004
143,2021-07-25,144,3466.7682270000005,0,0,6024198.540817004
144,2021-07-26,145,3463.3014590000002,0,0,6027661.842276004
145,2021-07-27,146,3459.838158,0,0,6031121.680434004
146,2021-07-28,147,3456.3783200000003,0,0,6034578.058754005
147,2021-07-29,148,3452.9219409999996,0,0,6038030.980695005
148,2021-07-30,149,3449.4690189999997,0,0,6041480.449714005
149,2021-07-31,150,3446.01955,0,0,6044926.469264005
150,2021-08-01,151,3442.5735310000005,0,0,6048369.042795005
151,2021-08-02,152,3439.130957,100000,187500,6339308.173752005
152,2021-08-03,153,3435.6918259999998,0,0,6342743.865578005
153,2021-08-04,154,3432.256134,0,0,6346176.121712005
154,2021-08-05,155,3428.823878,0,0,6349604.945590004
155,2021-08-06,156,3425.395054,0,0,6353030.340644005
156,2021-08-07,157,3421.9696590000003,0,0,6356452.310303004
157,2021-08-08,158,3418.54769,0,0,6359870.857993005
158,2021-08-09,159,3415.1291420000002,0,0,6363285.987135005
159,2021-08-10,160,3411.7140130000003,0,0,6366697.701148005
160,2021-08-11,161,3408.3022990000004,0,0,6370106.0034470055
161,2021-08-12,162,3404.8939969999997,0,0,6373510.897444005
162,2021-08-13,163,3401.4891030000003,0,0,6376912.386547005
163,2021-08-14,164,3398.087613,0,0,6380310.474160004
164,2021-08-15,165,3394.6895259999997,0,0,6383705.1636860045
165,2021-08-16,166,3391.294836,0,0,6387096.458522004
166,2021-08-17,167,3387.9035409999997,0,0,6390484.362063004
167,2021-08-18,168,3384.5156380000003,0,0,6393868.877701004
168,2021-08-19,169,3381.131122,0,0,6397250.008823004
169,2021-08-20,170,3377.7499909999997,0,0,6400627.758814003
170,2021-08-21,171,3374.3722409999996,0,0,6404002.131055003
171,2021-08-22,172,3370.997869,0,0,6407373.128924003
172,2021-08-23,173,3367.626871,0,0,6410740.755795003
173,2021-08-24,174,3364.259244,0,0,6414105.0150390025
174,2021-08-25,175,3360.8949850000004,0,0,6417465.910024002
175,2021-08-26,176,3357.5340899999997,0,0,6420823.444114002
176,2021-08-27,177,3354.176556,0,0,6424177.620670002
177,2021-08-28,178,3350.8223789999997,0,0,6427528.4430490015
178,2021-08-29,179,3347.471557,0,0,6430875.914606001
179,2021-08-30,180,3344.124085,0,0,6434220.038691001
180,2021-08-31,181,3340.7799609999997,0,0,6437560.818652001
181,2021-09-01,182,3337.4391809999997,0,0,6440898.257833001
182,2021-09-02,183,3334.1017420000003,0,0,6444232.3595750015
183,2021-09-03,184,3330.76764,0,0,6447563.127215002
184,2021-09-04,185,3327.436873,0,0,6450890.564088002
185,2021-09-05,186,3324.1094359999997,0,0,6454214.673524002
186,2021-09-06,187,3320.785326,0,0,6457535.458850002
187,2021-09-07,188,3317.464541,0,0,6460852.923391002
188,2021-09-08,189,3314.147077,0,0,6464167.070468002
189,2021-09-09,190,3310.83293,0,0,6467477.903398002
190,2021-09-10,191,3307.522097,0,0,6470785.4254950015
191,2021-09-11,192,3304.2145739999996,0,0,6474089.640069001
192,2021-09-12,193,3300.9103600000003,0,0,6477390.550429001
193,2021-09-13,194,3297.60945,0,0,6480688.159879002
194,2021-09-14,195,3294.31184,0,0,6483982.471719001
195,2021-09-15,196,3291.0175280000003,0,0,6487273.489247002
196,2021-09-16,197,3287.726511,0,0,6490561.215758001
197,2021-09-17,198,3284.438784,0,0,6493845.654542002
198,2021-09-18,199,3281.154345,0,0,6497126.808887002
199,2021-09-19,200,3277.873191,0,0,6500404.682078002
200,2021-09-20,201,3274.595318,0,0,6503679.277396002
201,2021-09-21,202,3271.3207230000003,0,0,6506950.598119002
202,2021-09-22,203,3268.049402,0,0,6510218.647521002
203,2021-09-23,204,3264.781352,0,0,6513483.4288730025
204,2021-09-24,205,3261.516571,0,0,6516744.945444003
205,2021-09-25,206,3258.255055,0,0,6520003.200499003
206,2021-09-26,207,3254.996799,0,0,6523258.197298002
207,2021-09-27,208,3251.7418030000003,0,0,6526509.939101002
208,2021-09-28,209,3248.490061,0,0,6529758.429162002
209,2021-09-29,210,3245.241571,0,0,6533003.670733002
210,2021-09-30,211,3241.996329,0,0,6536245.667062002
211,2021-10-01,212,3238.754333,100000,0,6639484.421395002
212,2021-10-02,213,3235.515579,0,0,6642719.936974002
213,2021-10-03,214,3232.2800629999997,0,0,6645952.217037002
214,2021-10-04,215,3229.047783,0,0,6649181.264820002
215,2021-10-05,216,3225.8187350000003,0,0,6652407.083555002
216,2021-10-06,217,3222.592916,0,0,6655629.6764710015
217,2021-10-07,218,3219.370324,0,0,6658849.046795001
218,2021-10-08,219,3216.1509530000003,0,0,6662065.197748002
219,2021-10-09,220,3212.9348019999998,0,0,6665278.132550002
220,2021-10-10,221,3209.721867,0,0,6668487.854417002
221,2021-10-11,222,3206.512146,0,0,6671694.366563002
222,2021-10-12,223,3203.305633,0,0,6674897.672196002
223,2021-10-13,224,3200.102328,0,0,6678097.774524001
224,2021-10-14,225,3196.902225,0,0,6681294.676749001
225,2021-10-15,226,3193.705323,0,0,6684488.382072002
226,2021-10-16,227,3190.511618,0,0,6687678.893690002
227,2021-10-17,228,3187.321106,0,0,6690866.214796002
228,2021-10-18,229,3184.133785,0,0,6694050.348581002
229,2021-10-19,230,3180.9496510000004,0,0,6697231.298232002
230,2021-10-20,231,3177.768702,0,0,6700409.066934003
231,2021-10-21,232,3174.590933,0,0,6703583.657867002
232,2021-10-22,233,3171.416342,0,0,6706755.074209002
233,2021-10-23,234,3168.2449260000003,0,0,6709923.319135002
234,2021-10-24,235,3165.076681,0,0,6713088.395816002
235,2021-10-25,236,3161.911604,0,0,6716250.307420002
236,2021-10-26,237,3158.7496929999998,0,0,6719409.057113002
237,2021-10-27,238,3155.590943,0,0,6722564.648056002
238,2021-10-28,239,3152.435352,0,0,6725717.083408003
239,2021-10-29,240,3149.282917,0,0,6728866.366325003
240,2021-10-30,241,3146.133634,0,0,6732012.499959003
241,2021-10-31,242,3142.9875,0,187500,6922655.487459003
242,2021-11-01,243,3139.844513,0,0,6925795.331972003
243,2021-11-02,244,3136.704668,0,0,6928932.036640003
244,2021-11-03,245,3133.567963,0,0,6932065.604603004
245,2021-11-04,246,3130.4343949999998,0,0,6935196.038998004
246,2021-11-05,247,3127.303961,0,0,6938323.342959004
247,2021-11-06,248,3124.176657,0,0,6941447.519616004
248,2021-11-07,249,3121.0524800000003,0,0,6944568.572096004
249,2021-11-08,250,3117.9314280000003,0,0,6947686.5035240045
250,2021-11-09,251,3114.813496,0,0,6950801.317020005
251,2021-11-10,252,3111.6986829999996,0,0,6953913.015703005
252,2021-11-11,253,3108.586984,0,0,6957021.602687005
253,2021-11-12,254,3105.478397,0,0,6960127.081084005
254,2021-11-13,255,3102.372919,0,0,6963229.454003004
255,2021-11-14,256,3099.270546,0,0,6966328.724549005
256,2021-11-15,257,3096.171275,0,0,6969424.895824005
257,2021-11-16,258,3093.075104,0,0,6972517.970928005
258,2021-11-17,259,3089.982029,0,0,6975607.952957005
259,2021-11-18,260,3086.892047,0,0,6978694.845004005
260,2021-11-19,261,3083.805155,0,0,6981778.650159005
261,2021-11-20,262,3080.72135,0,0,6984859.371509005
262,2021-11-21,263,3077.640628,0,0,6987937.012137005
263,2021-11-22,264,3074.5629879999997,0,0,6991011.575125005
264,2021-11-23,265,3071.488425,0,0,6994083.063550005
265,2021-11-24,266,3068.416936,0,0,6997151.480486005
266,2021-11-25,267,3065.34852,0,0,7000216.829006005
267,2021-11-26,268,3062.283171,0,0,7003279.112177005
268,2021-11-27,269,3059.220888,0,0,7006338.333065005
269,2021-11-28,270,3056.1616670000003,0,0,7009394.494732005
270,2021-11-29,271,3053.105505,0,0,7012447.600237004
271,2021-11-30,272,3050.0524,100000,0,7115497.652637005
272,2021-12-01,273,3047.002347,0,0,7118544.654984005
273,2021-12-02,274,3043.955345,0,0,7121588.610329005
274,2021-12-03,275,3040.9113899999998,0,0,7124629.521719005
275,2021-12-04,276,3037.8704780000003,0,0,7127667.3921970045
276,2021-12-05,277,3034.8326079999997,0,0,7130702.224805005
277,2021-12-06,278,3031.797775,0,0,7133734.022580005
278,2021-12-07,279,3028.765977,0,0,7136762.788557005
279,2021-12-08,280,3025.737211,0,0,7139788.525768005
280,2021-12-09,281,3022.7114739999997,0,0,7142811.237242005
281,2021-12-10,282,3019.688763,0,0,7145830.926005005
282,2021-12-11,283,3016.669074,0,0,7148847.595079005
283,2021-12-12,284,3013.6524050000003,0,0,7151861.247484005
284,2021-12-13,285,3010.638753,0,0,7154871.886237005
285,2021-12-14,286,3007.628114,0,0,7157879.514351005
286,2021-12-15,287,3004.620486,0,0,7160884.134837004
287,2021-12-16,288,3001.6158649999998,0,0,7163885.750702004
288,2021-12-17,289,2998.6142489999997,0,0,7166884.364951004
289,2021-12-18,290,2995.615635,0,0,7169879.980586004
290,2021-12-19,291,2992.620019,0,0,7172872.6006050045
291,2021-12-20,292,2989.627399,0,0,7175862.228004005
292,2021-12-21,293,2986.637772,0,0,7178848.865776005
293,2021-12-22,294,2983.651134,0,0,7181832.516910005
294,2021-12-23,295,2980.6674829999997,0,0,7184813.184393005
295,2021-12-24,296,2977.686816,0,0,7187790.871209006
296,2021-12-25,297,2974.709129,0,0,7190765.580338006
297,2021-12-26,298,2971.73442,0,0,7193737.314758006
298,2021-12-27,299,2968.762685,0,0,7196706.0774430055
299,2021-12-28,300,2965.793923,0,0,7199671.871366005
300,2021-12-29,301,2962.828129,0,0,7202634.699495005
301,2021-12-30,302,2959.8653,0,0,7205594.564795005
302,2021-12-31,303,2956.905435,0,0,7208551.470230005
303,2022-01-01,304,2953.94853,0,0,7211505.418760004
304,2022-01-02,305,2950.994581,0,0,7214456.413341004
305,2022-01-03,306,2948.043587,0,0,7217404.4569280045
306,2022-01-04,307,2945.095543,0,0,7220349.552471004
307,2022-01-05,308,2942.150448,0,0,7223291.7029190045
308,2022-01-06,309,2939.2082969999997,0,0,7226230.911216005
309,2022-01-07,310,2936.269089,0,0,7229167.180305005
310,2022-01-08,311,2933.33282,0,0,7232100.513125005
311,2022-01-09,312,2930.399487,0,0,7235030.912612005
312,2022-01-10,313,2927.469087,0,0,7237958.381699005
313,2022-01-11,314,2924.5416179999997,0,0,7240882.923317005
314,2022-01-12,315,2921.617077,0,0,7243804.540394005
315,2022-01-13,316,2918.6954600000004,0,0,7246723.235854005
316,2022-01-14,317,2915.776764,0,0,7249639.012618005
317,2022-01-15,318,2912.860987,0,0,7252551.873605005
318,2022-01-16,319,2909.9481260000002,0,0,7255461.821731006
319,2022-01-17,320,2907.0381780000002,0,0,7258368.859909005
320,2022-01-18,321,2904.13114,0,0,7261272.991049006
321,2022-01-19,322,2901.227009,0,0,7264174.218058006
322,2022-01-20,323,2898.325782,0,0,7267072.543840006
323,2022-01-21,324,2895.427456,0,0,7269967.971296006
324,2022-01-22,325,2892.532029,0,0,7272860.503325006
325,2022-01-23,326,2889.6394969999997,0,0,7275750.142822006
326,2022-01-24,327,2886.7498570000002,0,0,7278636.892679006
327,2022-01-25,328,2883.863107,0,0,7281520.755786005
328,2022-01-26,329,2880.979244,0,0,7284401.735030006
329,2022-01-27,330,2878.0982649999996,0,0,7287279.833295005
330,2022-01-28,331,2875.2201670000004,0,0,7290155.053462005
331,2022-01-29,332,2872.344947,100000,187500,7580527.398409005
332,2022-01-30,333,2869.472602,0,0,7583396.871011006
333,2022-01-31,334,2866.603129,0,0,7586263.474140006
334,2022-02-01,335,2863.736526,0,0,7589127.210666006
335,2022-02-02,336,2860.872789,0,0,7591988.083455007
336,2022-02-03,337,2858.0119170000003,0,0,7594846.095372006
337,2022-02-04,338,2855.153905,0,0,7597701.249277006
338,2022-02-05,339,2852.2987510000003,0,0,7600553.548028006
339,2022-02-06,340,2849.446452,0,0,7603402.994480006
340,2022-02-07,341,2846.597006,0,0,7606249.591486006
341,2022-02-08,342,2843.7504089999998,0,0,7609093.341895006
342,2022-02-09,343,2840.906658,0,0,7611934.248553006
343,2022-02-10,344,2838.065751,0,0,7614772.314304006
344,2022-02-11,345,2835.2276859999997,0,0,7617607.541990006
345,2022-02-12,346,2832.392458,0,0,7620439.934448007
346,2022-02-13,347,2829.560066,0,0,7623269.494514006
347,2022-02-14,348,2826.730505,0,0,7626096.225019006
348,2022-02-15,349,2823.903775,0,0,7628920.128794006
349,2022-02-16,350,2821.079871,0,0,7631741.208665006
350,2022-02-17,351,2818.258791,0,0,7634559.4674560055
351,2022-02-18,352,2815.440533,0,0,7637374.907989006
352,2022-02-19,353,2812.625092,0,0,7640187.533081005
353,2022-02-20,354,2809.812467,0,0,7642997.345548006
354,2022-02-21,355,2807.002654,0,0,7645804.348202006
355,2022-02-22,356,2804.195652,0,0,7648608.543854006
356,2022-02-23,357,2801.391456,0,0,7651409.935310005
357,2022-02-24,358,2798.590065,0,0,7654208.525375005
358,2022-02-25,359,2795.791475,0,0,7657004.316850005
359,2022-02-26,360,2792.9956829999996,0,0,7659797.312533005
360,2022-02-27,361,2790.202687,0,0,7662587.515220005
361,2022-02-28,362,2787.4124850000003,0,0,7665374.927705005
362,2022-03-01,363,2784.625072,0,0,7668159.552777004
363,2022-03-02,364,2781.840447,0,0,7670941.393224005
364,2022-03-03,365,2779.058607,0,0,7673720.451831005
365,2022-03-04,366,2776.279548,0,0,7676496.731379004
366,2022-03-05,367,2773.5032690000003,0,0,7679270.234648004
367,2022-03-06,368,2770.729765,0,0,7682040.964413004
368,2022-03-07,369,2767.9590359999997,0,0,7684808.923449004
369,2022-03-08,370,2765.191077,0,0,7687574.1145260045
370,2022-03-09,371,2762.425885,0,0,7690336.540411005
371,2022-03-10,372,2759.66346,0,0,7693096.203871005
372,2022-03-11,373,2756.903796,0,0,7695853.107667006
373,2022-03-12,374,2754.146892,0,0,7698607.254559006
374,2022-03-13,375,2751.392745,0,0,7701358.647304006
375,2022-03-14,376,2748.641353,0,0,7704107.288657006
376,2022-03-15,377,2745.892711,0,0,7706853.181368005
377,2022-03-16,378,2743.146819,0,0,7709596.328187006
378,2022-03-17,379,2740.403672,0,0,7712336.731859006
379,2022-03-18,380,2737.663268,0,0,7715074.395127006
380,2022-03-19,381,2734.925605,0,0,7717809.320732006
381,2022-03-20,382,2732.190679,0,0,7720541.511411006
382,2022-03-21,383,2729.458489,0,0,7723270.9699000055
383,2022-03-22,384,2726.72903,0,0,7725997.698930006
384,2022-03-23,385,2724.002301,0,0,7728721.701231006
385,2022-03-24,386,2721.278299,0,0,7731442.979530006
386,2022-03-25,387,2718.5570199999997,0,0,7734161.536550006
387,2022-03-26,388,2715.838463,0,0,7736877.375013006
388,2022-03-27,389,2713.122625,0,0,7739590.497638006
389,2022-03-28,390,2710.409502,0,0,7742300.907140005
390,2022-03-29,391,2707.699093,100000,0,7845008.606233005
391,2022-03-30,392,2704.991394,0,0,7847713.597627006
392,2022-03-31,393,2702.286402,0,0,7850415.884029006
393,2022-04-01,394,2699.584116,0,0,7853115.468145005
394,2022-04-02,395,2696.884532,0,0,7855812.352677005
395,2022-04-03,396,2694.1876469999997,0,0,7858506.540324005
396,2022-04-04,397,2691.49346,0,0,7861198.033784005
397,2022-04-05,398,2688.801966,0,0,7863886.835750005
398,2022-04-06,399,2686.113164,0,0,7866572.948914005
399,2022-04-07,400,2683.427051,0,0,7869256.375965006
400,2022-04-08,401,2680.7436239999997,0,0,7871937.119589006
401,2022-04-09,402,2678.06288,0,0,7874615.182469006
402,2022-04-10,403,2675.384818,0,0,7877290.5672870055
403,2022-04-11,404,2672.709433,0,0,7879963.276720005
404,2022-04-12,405,2670.036723,0,0,7882633.313443005
405,2022-04-13,406,2667.366687,0,0,7885300.680130005
406,2022-04-14,407,2664.6993199999997,0,0,7887965.379450005
407,2022-04-15,408,2662.0346210000002,0,0,7890627.414071005
408,2022-04-16,409,2659.372586,0,0,7893286.786657005
409,2022-04-17,410,2656.713213,0,0,7895943.499870005
410,2022-04-18,411,2654.0565,0,0,7898597.556370005
411,2022-04-19,412,2651.4024440000003,0,0,7901248.958814005
412,2022-04-20,413,2648.751041,0,0,7903897.709855005
413,2022-04-21,414,2646.10229,0,0,7906543.812145005
414,2022-04-22,415,2643.456188,0,0,7909187.268333005
415,2022-04-23,416,2640.812732,0,0,7911828.081065005
416,2022-04-24,417,2638.1719190000003,0,0,7914466.252984005
417,2022-04-25,418,2635.533747,0,0,7917101.786731005
418,2022-04-26,419,2632.898213,0,0,7919734.684944005
419,2022-04-27,420,2630.2653149999996,0,0,7922364.950259005
420,2022-04-28,421,2627.63505,0,0,7924992.585309004
421,2022-04-29,422,2625.007415,0,187500,8115117.592724005
422,2022-04-30,423,2622.382407,0,0,8117739.975131005
423,2022-05-01,424,2619.760025,0,0,8120359.735156005
424,2022-05-02,425,2617.140265,0,0,8122976.875421005
425,2022-05-03,426,2614.523125,0,0,8125591.398546006
426,2022-05-04,427,2611.908601,0,0,8128203.307147006
427,2022-05-05,428,2609.296693,0,0,8130812.603840006
428,2022-05-06,429,2606.6873960000003,0,0,8133419.291236006
429,2022-05-07,430,2604.080709,0,0,8136023.371945006
430,2022-05-08,431,2601.4766280000003,0,0,8138624.848573006
431,2022-05-09,432,2598.875151,0,0,8141223.723724006
432,2022-05-10,433,2596.276276,0,0,8143820.000000006
433,2022-05-11,434,2593.68,0,0,8146413.680000005
434,2022-05-12,435,2591.08632,0,0,8149004.766320005
435,2022-05-13,436,2588.495234,0,0,8151593.261554005
436,2022-05-14,437,2585.9067379999997,0,0,8154179.168292005
437,2022-05-15,438,2583.320832,0,0,8156762.489124005
438,2022-05-16,439,2580.737511,0,0,8159343.226635004
439,2022-05-17,440,2578.156773,0,0,8161921.383408004
440,2022-05-18,441,2575.578617,0,0,8164496.962025004
441,2022-05-19,442,2573.003038,0,0,8167069.965063005
442,2022-05-20,443,2570.4300350000003,0,0,8169640.3950980045
443,2022-05-21,444,2567.859605,0,0,8172208.254703005
444,2022-05-22,445,2565.291745,0,0,8174773.546448004
445,2022-05-23,446,2562.726454,0,0,8177336.272902004
446,2022-05-24,447,2560.163727,0,0,8179896.436629005
447,2022-05-25,448,2557.603563,0,0,8182454.040192005
448,2022-05-26,449,2555.04596,0,0,8185009.086152005
449,2022-05-27,450,2552.490914,0,0,8187561.577066005
450,2022-05-28,451,2549.938423,0,0,8190111.5154890055
451,2022-05-29,452,2547.388485,100000,0,8292658.903974006
452,2022-05-30,453,2544.841096,0,0,8295203.745070006
453,2022-05-31,454,2542.296255,0,0,8297746.041325006
454,2022-06-01,455,2539.753959,0,0,8300285.795284006
455,2022-06-02,456,2537.214205,0,0,8302823.009489005
456,2022-06-03,457,2534.676991,0,0,8305357.686480005
457,2022-06-04,458,2532.142314,0,0,8307889.828794005
458,2022-06-05,459,2529.6101710000003,0,0,8310419.438965005
459,2022-06-06,460,2527.0805609999998,0,0,8312946.519526005
460,2022-06-07,461,2524.55348,0,0,8315471.073006005
461,2022-06-08,462,2522.028927,0,0,8317993.101933005
