Date,DAY,MFI Daily Distribution,"Marketing, Bounty, Treasury",Team Token,Total Circulation
2023-03-31,758,1875.575618,0,0,
2023-04-01,759,1873.700042,0,0,
2023-04-02,760,1871.826342,0,0,
2023-04-03,761,1869.954516,0,0,
2023-04-04,762,1868.084562,0,0,
2023-04-05,763,1866.216477,0,0,
2023-04-06,764,1864.35026,0,0,
2023-04-07,765,1862.48591,0,0,
2023-04-08,766,1860.623424,0,0,
2023-04-09,767,1858.762801,0,0,
2023-04-10,768,1856.904038,0,0,
2023-04-11,769,1855.047134,0,0,
2023-04-12,770,1853.192087,0,0,
2023-04-13,771,1851.338895,0,0,
2023-04-14,772,1849.487556,0,0,
2023-04-15,773,1847.638068,0,0,
2023-04-16,774,1845.79043,0,0,
2023-04-17,775,1843.94464,0,0,
2023-04-18,776,1842.100695,0,0,
2023-04-19,777,1840.258595,0,0,
2023-04-20,778,1838.418336,0,0,
2023-04-21,779,1836.579918,0,0,
2023-04-22,780,1834.743338,0,0,
2023-04-23,781,1832.908594,0,0,
2023-04-24,782,1831.075686,0,0,
2023-04-25,783,1829.24461,0,0,
2023-04-26,784,1827.415365,0,0,
2023-04-27,785,1825.58795,0,0,
2023-04-28,786,1823.762362,0,0,
2023-04-29,787,1821.9386,0,0,
2023-04-30,788,1820.116661,0,0,
2023-05-01,789,1818.296545,0,0,
2023-05-02,790,1816.478248,0,0,
2023-05-03,791,1814.66177,0,0,
2023-05-04,792,1812.847108,0,0,
2023-05-05,793,1811.034261,0,0,
2023-05-06,794,1809.223227,0,0,
2023-05-07,795,1807.414003,0,0,
2023-05-08,796,1805.606589,0,0,
2023-05-09,797,1803.800983,0,0,
2023-05-10,798,1801.997182,0,0,
2023-05-11,799,1800.195185,0,0,
2023-05-12,800,1798.394989,0,0,
2023-05-13,801,1796.596594,0,0,
2023-05-14,802,1794.799998,0,0,
2023-05-15,803,1793.005198,0,0,
2023-05-16,804,1791.212193,0,0,
2023-05-17,805,1789.42098,0,0,
2023-05-18,806,1787.631559,0,0,
2023-05-19,807,1785.843928,0,0,
2023-05-20,808,1784.058084,0,0,
2023-05-21,809,1782.274026,0,0,
2023-05-22,810,1780.491752,0,0,
2023-05-23,811,1778.71126,0,0,
2023-05-24,812,1776.932549,0,0,
2023-05-25,813,1775.155616,0,0,
2023-05-26,814,1773.380461,0,0,
2023-05-27,815,1771.60708,0,0,
2023-05-28,816,1769.835473,0,0,
2023-05-29,817,1768.065638,0,0,
2023-05-30,818,1766.297572,0,0,
2023-05-31,819,1764.531274,0,0,
2023-06-01,820,1762.766743,0,0,
2023-06-02,821,1761.003976,0,0,
2023-06-03,822,1759.242972,0,0,
2023-06-04,823,1757.48373,0,0,
2023-06-05,824,1755.726246,0,0,
2023-06-06,825,1753.97052,0,0,
2023-06-07,826,1752.216549,0,0,
2023-06-08,827,1750.464332,0,0,
2023-06-09,828,1748.713868,0,0,
2023-06-10,829,1746.965154,0,0,
2023-06-11,830,1745.218189,0,0,
2023-06-12,831,1743.472971,0,0,
2023-06-13,832,1741.729498,0,0,
2023-06-14,833,1739.987768,0,0,
2023-06-15,834,1738.247781,0,0,
2023-06-16,835,1736.509533,0,0,
2023-06-17,836,1734.773023,0,0,
2023-06-18,837,1733.03825,0,0,
2023-06-19,838,1731.305212,0,0,
2023-06-20,839,1729.573907,0,0,
2023-06-21,840,1727.844333,0,0,
2023-06-22,841,1726.116489,0,0,
2023-06-23,842,1724.390372,0,0,
2023-06-24,843,1722.665982,0,0,
2023-06-25,844,1720.943316,0,0,
2023-06-26,845,1719.222372,0,0,
2023-06-27,846,1717.50315,0,0,
2023-06-28,847,1715.785647,0,0,
2023-06-29,848,1714.069861,0,0,
2023-06-30,849,1712.355791,0,0,
2023-07-01,850,1710.643436,0,0,
2023-07-02,851,1708.932792,0,0,
2023-07-03,852,1707.223859,0,0,
2023-07-04,853,1705.516636,0,0,
2023-07-05,854,1703.811119,0,0,
2023-07-06,855,1702.107308,0,0,
2023-07-07,856,1700.405201,0,0,
2023-07-08,857,1698.704795,0,0,
2023-07-09,858,1697.006091,0,0,
2023-07-10,859,1695.309084,0,0,
2023-07-11,860,1693.613775,0,0,
2023-07-12,861,1691.920162,0,0,
2023-07-13,862,1690.228241,0,0,
2023-07-14,863,1688.538013,0,0,
2023-07-15,864,1686.849475,0,0,
2023-07-16,865,1685.162626,0,0,
2023-07-17,866,1683.477463,0,0,
2023-07-18,867,1681.793986,0,0,
2023-07-19,868,1680.112192,0,0,
2023-07-20,869,1678.432079,0,0,
2023-07-21,870,1676.753647,0,0,
2023-07-22,871,1675.076894,0,0,
2023-07-23,872,1673.401817,0,0,
2023-07-24,873,1671.728415,0,0,
2023-07-25,874,1670.056687,0,0,
2023-07-26,875,1668.38663,0,0,
2023-07-27,876,1666.718243,0,0,
2023-07-28,877,1665.051525,0,0,
2023-07-29,878,1663.386473,0,0,
2023-07-30,879,1661.723087,0,0,
2023-07-31,880,1660.061364,0,0,
2023-08-01,881,1658.401303,0,0,
2023-08-02,882,1656.742901,0,0,
2023-08-03,883,1655.086158,0,0,
2023-08-04,884,1653.431072,0,0,
2023-08-05,885,1651.777641,0,0,
2023-08-06,886,1650.125863,0,0,
2023-08-07,887,1648.475738,0,0,
2023-08-08,888,1646.827262,0,0,
2023-08-09,889,1645.180435,0,0,
2023-08-10,890,1643.535254,0,0,
2023-08-11,891,1641.891719,0,0,
2023-08-12,892,1640.249827,0,0,
2023-08-13,893,1638.609577,0,0,
2023-08-14,894,1636.970968,0,0,
2023-08-15,895,1635.333997,0,0,
2023-08-16,896,1633.698663,0,0,
2023-08-17,897,1632.064964,0,0,
2023-08-18,898,1630.432899,0,0,
2023-08-19,899,1628.802466,0,0,
2023-08-20,900,1627.173664,0,0,
2023-08-21,901,1625.54649,0,0,
2023-08-22,902,1623.920944,0,0,
2023-08-23,903,1622.297023,0,0,
2023-08-24,904,1620.674726,0,0,
2023-08-25,905,1619.054051,0,0,
2023-08-26,906,1617.434997,0,0,
2023-08-27,907,1615.817562,0,0,
2023-08-28,908,1614.201744,0,0,
2023-08-29,909,1612.587543,0,0,
2023-08-30,910,1610.974955,0,0,
2023-08-31,911,1609.36398,0,0,
2023-09-01,912,1607.754616,0,0,
2023-09-02,913,1606.146862,0,0,
2023-09-03,914,1604.540715,0,0,
2023-09-04,915,1602.936174,0,0,
2023-09-05,916,1601.333238,0,0,
2023-09-06,917,1599.731905,0,0,
2023-09-07,918,1598.132173,0,0,
2023-09-08,919,1596.53404,0,0,
2023-09-09,920,1594.937506,0,0,
2023-09-10,921,1593.342569,0,0,
2023-09-11,922,1591.749226,0,0,
2023-09-12,923,1590.157477,0,0,
2023-09-13,924,1588.56732,0,0,
2023-09-14,925,1586.978752,0,0,
2023-09-15,926,1585.391774,0,0,
2023-09-16,927,1583.806382,0,0,
2023-09-17,928,1582.222575,0,0,
2023-09-18,929,1580.640353,0,0,
2023-09-19,930,1579.059713,0,0,
2023-09-20,931,1577.480653,0,0,
2023-09-21,932,1575.903172,0,0,
2023-09-22,933,1574.327269,0,0,
2023-09-23,934,1572.752942,0,0,
2023-09-24,935,1571.180189,0,0,
2023-09-25,936,1569.609009,0,0,
2023-09-26,937,1568.0394,0,0,
2023-09-27,938,1566.47136,0,0,
2023-09-28,939,1564.904889,0,0,
2023-09-29,940,1563.339984,0,0,
2023-09-30,941,1561.776644,0,0,
2023-10-01,942,1560.214867,0,0,
2023-10-02,943,1558.654652,0,0,
2023-10-03,944,1557.095998,0,0,
2023-10-04,945,1555.538902,0,0,
2023-10-05,946,1553.983363,0,0,
2023-10-06,947,1552.42938,0,0,
2023-10-07,948,1550.87695,0,0,
2023-10-08,949,1549.326073,0,0,
2023-10-09,950,1547.776747,0,0,
2023-10-10,951,1546.22897,0,0,
2023-10-11,952,1544.682741,0,0,
2023-10-12,953,1543.138059,0,0,
2023-10-13,954,1541.594921,0,0,
2023-10-14,955,1540.053326,0,0,
2023-10-15,956,1538.513272,0,0,
2023-10-16,957,1536.974759,0,0,
2023-10-17,958,1535.437784,0,0,
2023-10-18,959,1533.902347,0,0,
2023-10-19,960,1532.368444,0,0,
2023-10-20,961,1530.836076,0,0,
2023-10-21,962,1529.30524,0,0,
2023-10-22,963,1527.775934,0,0,
2023-10-23,964,1526.248158,0,0,
2023-10-24,965,1524.72191,0,0,
2023-10-25,966,1523.197188,0,0,
2023-10-26,967,1521.673991,0,0,
2023-10-27,968,1520.152317,0,0,
2023-10-28,969,1518.632165,0,0,
2023-10-29,970,1517.113533,0,0,
2023-10-30,971,1515.596419,0,0,
2023-10-31,972,1514.080823,0,0,
2023-11-01,973,1512.566742,0,0,
2023-11-02,974,1511.054175,0,0,
2023-11-03,975,1509.543121,0,0,
2023-11-04,976,1508.033578,0,0,
2023-11-05,977,1506.525544,0,0,
2023-11-06,978,1505.019019,0,0,
2023-11-07,979,1503.514,0,0,
2023-11-08,980,1502.010486,0,0,
2023-11-09,981,508.4753127,0,0,
